# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.2]
# Max mean shortest path [2.7]
# Range of value [1.5]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.36667    0.81111     0.81111        0.18889    0.90000
01.40000    0.79333     0.79333        0.20667    0.90000
01.20000    0.90000     0.90000        0.10000    0.90000
01.60000    0.68667     0.68667        0.31333    0.90000
01.56667    0.70444     0.70444        0.29556    0.90000
01.46667    0.75778     0.75778        0.24222    0.90000
01.40000    0.79333     0.79333        0.20667    0.90000
01.56667    0.70444     0.70444        0.29556    0.90000
01.73333    0.61556     0.61556        0.38444    0.90000
01.93333    0.50889     0.50889        0.49111    0.90000
02.16667    0.38444     0.38444        0.61556    0.90000
01.80000    0.58000     0.58000        0.42000    0.90000
01.50000    0.74000     0.74000        0.26000    0.90000
01.73333    0.61556     0.61556        0.38444    0.90000
01.60000    0.68667     0.68667        0.31333    0.90000
01.76667    0.59778     0.59778        0.40222    0.90000
01.93333    0.50889     0.50889        0.49111    0.90000
01.36667    0.81111     0.81111        0.18889    0.90000
02.13333    0.40222     0.40222        0.59778    0.90000
02.53333    0.18889     0.18889        0.81111    0.90000
01.80000    0.58000     0.58000        0.42000    0.90000
02.23333    0.34889     0.34889        0.65111    0.90000
02.03333    0.45556     0.45556        0.54444    0.90000
01.70000    0.63333     0.63333        0.36667    0.90000
02.36667    0.27778     0.27778        0.72222    0.90000
02.20000    0.36667     0.36667        0.63333    0.90000
02.26667    0.33111     0.33111        0.66889    0.90000
02.56667    0.17111     0.17111        0.82889    0.90000
02.70000    0.10000     0.10000        0.90000    0.90000
02.13333    0.40222     0.40222        0.59778    0.90000
