# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.566667]
# Max mean shortest path [3]
# Range of value [1.433333]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.70000    0.82558     0.82558        0.17442    0.90000
01.73333    0.80698     0.80698        0.19302    0.90000
01.76667    0.78837     0.78837        0.21163    0.90000
02.03333    0.63954     0.63954        0.36046    0.90000
02.76667    0.23023     0.23023        0.76977    0.90000
01.70000    0.82558     0.82558        0.17442    0.90000
01.66667    0.84419     0.84419        0.15581    0.90000
01.83333    0.75116     0.75116        0.24884    0.90000
02.30000    0.49070     0.49070        0.50930    0.90000
02.30000    0.49070     0.49070        0.50930    0.90000
02.70000    0.26744     0.26744        0.73256    0.90000
02.06667    0.62093     0.62093        0.37907    0.90000
02.16667    0.56512     0.56512        0.43488    0.90000
02.66667    0.28605     0.28605        0.71395    0.90000
02.16667    0.56512     0.56512        0.43488    0.90000
01.76667    0.78837     0.78837        0.21163    0.90000
01.80000    0.76977     0.76977        0.23023    0.90000
02.90000    0.15581     0.15581        0.84419    0.90000
02.73333    0.24884     0.24884        0.75116    0.90000
02.10000    0.60233     0.60233        0.39767    0.90000
02.73333    0.24884     0.24884        0.75116    0.90000
02.50000    0.37907     0.37907        0.62093    0.90000
01.73333    0.80698     0.80698        0.19302    0.90000
03.00000    0.10000     0.10000        0.90000    0.90000
01.56667    0.90000     0.90000        0.10000    0.90000
02.40000    0.43488     0.43488        0.56512    0.90000
02.10000    0.60233     0.60233        0.39767    0.90000
02.06667    0.62093     0.62093        0.37907    0.90000
01.90000    0.71395     0.71395        0.28605    0.90000
02.20000    0.54651     0.54651        0.45349    0.90000
