# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.74]
# Max mean shortest path [3.58]
# Range of value [1.84]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.74000    0.90000     0.90000        0.10000    0.90000
02.00000    0.78696     0.78696        0.21304    0.90000
01.92000    0.82174     0.82174        0.17826    0.90000
02.04000    0.76957     0.76957        0.23043    0.90000
01.94000    0.81304     0.81304        0.18696    0.90000
02.50000    0.56957     0.56957        0.43043    0.90000
02.10000    0.74348     0.74348        0.25652    0.90000
02.40000    0.61304     0.61304        0.38696    0.90000
02.34000    0.63913     0.63913        0.36087    0.90000
01.98000    0.79565     0.79565        0.20435    0.90000
02.80000    0.43913     0.43913        0.56087    0.90000
02.86000    0.41304     0.41304        0.58696    0.90000
02.34000    0.63913     0.63913        0.36087    0.90000
01.88000    0.83913     0.83913        0.16087    0.90000
02.40000    0.61304     0.61304        0.38696    0.90000
02.24000    0.68261     0.68261        0.31739    0.90000
01.90000    0.83043     0.83043        0.16957    0.90000
01.80000    0.87391     0.87391        0.12609    0.90000
02.76000    0.45652     0.45652        0.54348    0.90000
03.36000    0.19565     0.19565        0.80435    0.90000
02.76000    0.45652     0.45652        0.54348    0.90000
03.12000    0.30000     0.30000        0.70000    0.90000
02.24000    0.68261     0.68261        0.31739    0.90000
02.64000    0.50870     0.50870        0.49130    0.90000
02.48000    0.57826     0.57826        0.42174    0.90000
02.12000    0.73478     0.73478        0.26522    0.90000
02.22000    0.69130     0.69130        0.30870    0.90000
02.62000    0.51739     0.51739        0.48261    0.90000
02.24000    0.68261     0.68261        0.31739    0.90000
02.64000    0.50870     0.50870        0.49130    0.90000
02.62000    0.51739     0.51739        0.48261    0.90000
02.86000    0.41304     0.41304        0.58696    0.90000
02.26000    0.67391     0.67391        0.32609    0.90000
01.90000    0.83043     0.83043        0.16957    0.90000
03.48000    0.14348     0.14348        0.85652    0.90000
02.04000    0.76957     0.76957        0.23043    0.90000
02.60000    0.52609     0.52609        0.47391    0.90000
02.02000    0.77826     0.77826        0.22174    0.90000
02.72000    0.47391     0.47391        0.52609    0.90000
03.58000    0.10000     0.10000        0.90000    0.90000
02.20000    0.70000     0.70000        0.30000    0.90000
02.44000    0.59565     0.59565        0.40435    0.90000
02.88000    0.40435     0.40435        0.59565    0.90000
03.18000    0.27391     0.27391        0.72609    0.90000
02.16000    0.71739     0.71739        0.28261    0.90000
02.94000    0.37826     0.37826        0.62174    0.90000
03.08000    0.31739     0.31739        0.68261    0.90000
03.48000    0.14348     0.14348        0.85652    0.90000
02.98000    0.36087     0.36087        0.63913    0.90000
03.10000    0.30870     0.30870        0.69130    0.90000
