# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.333333]
# Max mean shortest path [2.733333]
# Range of value [1.4]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.66667    0.70952     0.70952        0.29048    0.90000
01.40000    0.86190     0.86190        0.13810    0.90000
01.76667    0.65238     0.65238        0.34762    0.90000
01.33333    0.90000     0.90000        0.10000    0.90000
01.46667    0.82381     0.82381        0.17619    0.90000
01.46667    0.82381     0.82381        0.17619    0.90000
01.70000    0.69048     0.69048        0.30952    0.90000
02.16667    0.42381     0.42381        0.57619    0.90000
02.16667    0.42381     0.42381        0.57619    0.90000
01.73333    0.67143     0.67143        0.32857    0.90000
02.00000    0.51905     0.51905        0.48095    0.90000
01.50000    0.80476     0.80476        0.19524    0.90000
01.83333    0.61429     0.61429        0.38571    0.90000
01.93333    0.55714     0.55714        0.44286    0.90000
02.16667    0.42381     0.42381        0.57619    0.90000
01.43333    0.84286     0.84286        0.15714    0.90000
02.30000    0.34762     0.34762        0.65238    0.90000
02.30000    0.34762     0.34762        0.65238    0.90000
02.63333    0.15714     0.15714        0.84286    0.90000
01.50000    0.80476     0.80476        0.19524    0.90000
01.90000    0.57619     0.57619        0.42381    0.90000
01.90000    0.57619     0.57619        0.42381    0.90000
01.96667    0.53809     0.53809        0.46191    0.90000
01.70000    0.69048     0.69048        0.30952    0.90000
02.50000    0.23333     0.23333        0.76667    0.90000
02.73333    0.10000     0.10000        0.90000    0.90000
02.43333    0.27143     0.27143        0.72857    0.90000
02.73333    0.10000     0.10000        0.90000    0.90000
02.56667    0.19524     0.19524        0.80476    0.90000
01.90000    0.57619     0.57619        0.42381    0.90000
