# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.84]
# Max mean shortest path [3.94]
# Range of value [2.1]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.90000    0.87714     0.87714        0.12286    0.90000
01.98000    0.84667     0.84667        0.15333    0.90000
02.04000    0.82381     0.82381        0.17619    0.90000
01.98000    0.84667     0.84667        0.15333    0.90000
02.34000    0.70952     0.70952        0.29048    0.90000
02.02000    0.83143     0.83143        0.16857    0.90000
02.14000    0.78571     0.78571        0.21429    0.90000
01.98000    0.84667     0.84667        0.15333    0.90000
02.32000    0.71714     0.71714        0.28286    0.90000
02.54000    0.63333     0.63333        0.36667    0.90000
02.04000    0.82381     0.82381        0.17619    0.90000
02.46000    0.66381     0.66381        0.33619    0.90000
02.50000    0.64857     0.64857        0.35143    0.90000
02.04000    0.82381     0.82381        0.17619    0.90000
02.66000    0.58762     0.58762        0.41238    0.90000
02.48000    0.65619     0.65619        0.34381    0.90000
02.18000    0.77048     0.77048        0.22952    0.90000
02.16000    0.77810     0.77810        0.22190    0.90000
02.84000    0.51905     0.51905        0.48095    0.90000
03.20000    0.38190     0.38190        0.61810    0.90000
02.54000    0.63333     0.63333        0.36667    0.90000
02.40000    0.68667     0.68667        0.31333    0.90000
02.72000    0.56476     0.56476        0.43524    0.90000
03.06000    0.43524     0.43524        0.56476    0.90000
02.56000    0.62571     0.62571        0.37429    0.90000
01.88000    0.88476     0.88476        0.11524    0.90000
03.20000    0.38190     0.38190        0.61810    0.90000
02.74000    0.55714     0.55714        0.44286    0.90000
02.78000    0.54190     0.54190        0.45810    0.90000
02.72000    0.56476     0.56476        0.43524    0.90000
03.74000    0.17619     0.17619        0.82381    0.90000
02.10000    0.80095     0.80095        0.19905    0.90000
02.90000    0.49619     0.49619        0.50381    0.90000
02.90000    0.49619     0.49619        0.50381    0.90000
03.78000    0.16095     0.16095        0.83905    0.90000
02.64000    0.59524     0.59524        0.40476    0.90000
02.32000    0.71714     0.71714        0.28286    0.90000
03.40000    0.30571     0.30571        0.69429    0.90000
02.20000    0.76286     0.76286        0.23714    0.90000
03.20000    0.38190     0.38190        0.61810    0.90000
03.42000    0.29810     0.29810        0.70190    0.90000
01.98000    0.84667     0.84667        0.15333    0.90000
02.14000    0.78571     0.78571        0.21429    0.90000
01.84000    0.90000     0.90000        0.10000    0.90000
02.96000    0.47333     0.47333        0.52667    0.90000
03.94000    0.10000     0.10000        0.90000    0.90000
02.20000    0.76286     0.76286        0.23714    0.90000
03.06000    0.43524     0.43524        0.56476    0.90000
03.94000    0.10000     0.10000        0.90000    0.90000
02.88000    0.50381     0.50381        0.49619    0.90000
