# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.3]
# Max mean shortest path [2.933333]
# Range of value [1.633333]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.76667    0.67143     0.67143        0.32857    0.90000
01.33333    0.88367     0.88367        0.11633    0.90000
02.36667    0.37755     0.37755        0.62245    0.90000
01.56667    0.76939     0.76939        0.23061    0.90000
01.40000    0.85102     0.85102        0.14898    0.90000
01.30000    0.90000     0.90000        0.10000    0.90000
01.80000    0.65510     0.65510        0.34490    0.90000
01.73333    0.68776     0.68776        0.31224    0.90000
01.90000    0.60612     0.60612        0.39388    0.90000
01.53333    0.78571     0.78571        0.21429    0.90000
01.93333    0.58980     0.58980        0.41020    0.90000
01.86667    0.62245     0.62245        0.37755    0.90000
02.30000    0.41020     0.41020        0.58980    0.90000
02.53333    0.29592     0.29592        0.70408    0.90000
01.83333    0.63878     0.63878        0.36122    0.90000
01.66667    0.72041     0.72041        0.27959    0.90000
01.33333    0.88367     0.88367        0.11633    0.90000
02.73333    0.19796     0.19796        0.80204    0.90000
02.73333    0.19796     0.19796        0.80204    0.90000
01.66667    0.72041     0.72041        0.27959    0.90000
01.43333    0.83469     0.83469        0.16531    0.90000
02.73333    0.19796     0.19796        0.80204    0.90000
02.93333    0.10000     0.10000        0.90000    0.90000
01.63333    0.73673     0.73673        0.26327    0.90000
02.63333    0.24694     0.24694        0.75306    0.90000
01.60000    0.75306     0.75306        0.24694    0.90000
01.86667    0.62245     0.62245        0.37755    0.90000
01.63333    0.73673     0.73673        0.26327    0.90000
02.73333    0.19796     0.19796        0.80204    0.90000
01.83333    0.63878     0.63878        0.36122    0.90000
