# Location count [50]
# Random seed [1]

-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
-28.6689    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
+27.3085    +00.0000
