# Location count [70]
# Random seed [1]

+55.0000    +00.0000
+54.7786    +04.9302
+54.1161    +09.8206
+53.0180    +14.6320
+51.4929    +19.3256
+49.5533    +23.8636
+47.2147    +28.2095
+44.4959    +32.3282
+41.4189    +36.1866
+38.0084    +39.7537
+34.2919    +43.0007
+30.2993    +45.9015
+26.0628    +48.4328
+21.6164    +50.5740
+16.9959    +52.3081
+12.2387    +53.6210
+07.3828    +54.5022
+02.4676    +54.9446
-02.4676    +54.9446
-07.3828    +54.5022
-12.2387    +53.6210
-16.9959    +52.3081
-21.6164    +50.5740
-26.0628    +48.4328
-30.2993    +45.9015
-34.2919    +43.0007
-38.0084    +39.7537
-41.4189    +36.1866
-44.4959    +32.3282
-47.2147    +28.2095
-49.5533    +23.8636
-51.4929    +19.3256
-53.0180    +14.6320
-54.1161    +09.8206
-54.7786    +04.9302
-55.0000    +00.0000
-54.7786    -04.9302
-54.1161    -09.8206
-53.0180    -14.6320
-51.4929    -19.3256
-49.5533    -23.8636
-47.2147    -28.2095
-44.4959    -32.3282
-41.4189    -36.1866
-38.0084    -39.7537
-34.2919    -43.0007
-30.2993    -45.9015
-26.0628    -48.4328
-21.6164    -50.5740
-16.9959    -52.3081
-12.2387    -53.6210
-07.3828    -54.5022
-02.4676    -54.9446
+02.4676    -54.9446
+07.3828    -54.5022
+12.2387    -53.6210
+16.9959    -52.3081
+21.6164    -50.5740
+26.0628    -48.4328
+30.2993    -45.9015
+34.2919    -43.0007
+38.0084    -39.7537
+41.4189    -36.1866
+44.4959    -32.3282
+47.2147    -28.2095
+49.5533    -23.8636
+51.4929    -19.3256
+53.0180    -14.6320
+54.1161    -09.8206
+54.7786    -04.9302
